OrganizationName,Industries,HeadquartersLocation,Description,CBRank,PostalCode,EstimatedRevenueRange,OperatingStatus,FoundedDate,ExitDate,ClosedDate,Company Type,Website,NumberOfFounders,NumberOfEmployees,NumberOfFundingRounds,TotalEquityFundingAmount,TotalFundingAmount,Top5Investors,FullDescription,LastFundingAmount,LastFundingDate,NumberOfInvestors,FundingStatus,LastFundingType,
Data Max Logo Data Max,"Big Data , Data Center , Data Integration , Machine Learning","München , Bayern , Germany","Data Max is an IT company that offers machine learning, data engineering, deployment platform architecture, and data science services.","1,825,073",80686,—,Active,2021,—,—,For Profit,www.data-max.io,—,11-50,—,—,—,—,—,—,—,—,—,—,
Data Natives Logo Data Natives,"Artificial Intelligence (AI) , Big Data , Communities , Consulting , Data Center , Events , Information Technology , Machine Learning , Professional Networking , Web Development","Berlin , Berlin , Germany",Data Natives gathers people and communities interested in learning data science.,"689,026",—,—,Active,2015,—,—,For Profit,datanatives.io/,1,11-50,—,—,—,—,"Data Natives gathers people and communities interested in learning data science. It holds conferences and events, physical and online, to spread knowledge and engage with more professionals. Data Natives was founded in 2015 and is headquartered in Berlin, Germany.",—,—,—,—,—,
Data Revenue Logo Data Revenue,"Analytics , Artificial Intelligence (AI) , Information Technology , Machine Learning , Software","Berlin , Berlin , Germany","Data Revenue specializes in machine learning, artificial intelligence, big data, and data analysis.","488,372",—,—,Active,2015,—,—,For Profit,datarevenue.com,—,11-50,—,—,—,—,—,—,—,—,—,—,
Data Spree Logo Data Spree,"Artificial Intelligence (AI) , Industrial Automation , Information Technology , Intelligent Systems , Machine Learning , Software","Berlin , Berlin , Germany","Artificial Intelligence, Deep Learning, Computer Vision","521,038",10551,—,Active,"Sep 14, 2018",—,—,For Profit,data-spree.com,4,1-10,—,—,—,—,"Data Spree's vision is to make deep learning accessible to everyone. Their deep learning platform aids creating individual deep neural networks for a variety of use cases in computer vision. As a leading provider of AI software, Data Spree offers solutions for numerous areas: industrial automation, manufacturing, retail, surveillance, logistics, and transportation.It was founded in 2018 and is headquartered in Berlin, Germany.",—,—,—,—,—,
Data42 Logo Data42,"Analytics , Artificial Intelligence (AI) , Data Visualization , Software","Hamburg , Hamburg , Germany","Data42 provides software for data discovery, visualizing software, analytical solutions and predictive models.","826,965",—,—,Active,2017,—,—,For Profit,www.data42.de/,—,11-50,—,—,—,—,—,—,—,—,—,—,
DATAbility Logo DATAbility,"Artificial Intelligence (AI) , Information Technology , Software","Darmstadt , Hessen , Germany",DATAbility is an artificial intelligence driven development company.,"373,928",64295,—,Active,2018,—,—,For Profit,www.datability.ai,1,1-10,—,—,—,—,"DATAbility is a driven development company for artificial intelligence for software and technology solutions. They analyze databases, models for diagnosis and prognosis as well as automated recommendations for action. It is the fusion of engineering and system knowledge with data science and big data algorithms.",—,—,—,—,—,
DataBorg Logo DataBorg,"Analytics , Artificial Intelligence (AI) , Consulting , Information Technology","Hamburg , Hamburg , Germany",DataBorg provides an AI-powered platform for consumers and enterprises to increase data comprehension through knowledge extraction.,"586,360",—,—,Active,2020,—,—,For Profit,www.databorg.ai,—,1-10,—,—,—,—,"DataBorg provides an AI-powered platform for consumers and enterprises to increase data comprehension through knowledge extraction, integration, and analysis.",—,—,—,—,—,
Datadrivers Logo Datadrivers,"Analytics , Artificial Intelligence (AI) , Consulting , Information Technology , Software","Hamburg , Hamburg , Germany","We are the datadrivers, experts in big data.","650,900",—,$1M to $10M,Active,2015,—,—,For Profit,www.datadrivers.de/,1,11-50,—,—,—,—,"We are the datadrivers, experts in big data. All our passion is data. A data-driven IT infrastructure is the indispensable basis for sustainable business growth in times of digital transformation. We support you in the introduction of modern business intelligence - from the conception of a powerful and future-proof IT infrastructure via data analytics to the efficient implementation in your business processes. We advise holistically and at eye level. So ""big data"" is finally smart.",—,—,—,—,—,
DataFlux Logo DataFlux,"Analytics , Big Data , Data Visualization , Machine Learning","Nuremberg , Bayern , Germany",DataFlux is a system integrating machine learning platforms that analyzes and extracts data through big data technologies.,"2,288,637",90449,—,Active,—,—,—,For Profit,www.dataflux.eu,—,11-50,—,—,—,—,—,—,—,—,—,—,
DataGym.AI Logo DataGym.AI,"Artificial Intelligence (AI) , SaaS , Software","München , Bayern , Germany","DataGym.AI is an internet company that provides SaaS tools for AI training data, image labeling, data segmentation, and classification.","742,615",81379,—,Active,2019,—,—,For Profit,www.datagym.ai/,—,11-50,—,—,—,—,—,—,—,—,—,—,
DATAlovers Logo DATAlovers,"Analytics , B2B , Predictive Analytics , SaaS , Software","Mainz , Rheinland-Pfalz , Germany","DATAlovers provides a platform for collection, analysis, and use of data for new business opportunities.","1,213,038",55122,$1M to $10M,Active,"Jul 1, 2015",—,—,For Profit,www.datalovers.com,3,11-50,2,—,—,"Investitions- und Strukturbank Rheinland-Pfalz , Creditreform AG","DATAlovers AG offers companies a business solution that can be easily used as ""software as a service"". In doing so, the company overcome the traditional boundaries of offline and online, classic corporate data and new data, industries, markets and countries as well as structured and unstructured data: new data. new busines. unlimited.",—,"May 11, 2017",2,—,Venture - Series Unknown,
Datamundi Logo Datamundi,"Analytics , Artificial Intelligence (AI) , Information Services , Information Technology , Machine Learning","Linter , Hessen , Germany",Datamundi has been creating and enriching language data for linguistic research institutes and global NLP system builders.,"487,228",3350,—,Active,2007,"Dec 15, 2021",—,For Profit,www.datamundi.be/,—,1-10,—,—,—,—,Datamundi has been at the leading edge of creating and enriching language data for linguistic research institutes and global natural language processing (NLP) system builders. Their focus is on enhancing machine translation and chatbots.,—,—,—,M&A,—,
Datarella Logo Datarella,"Artificial Intelligence (AI) , Big Data , Bitcoin , Blockchain , Ethereum , Information Technology , Last Mile Transportation , Parking , Real Estate , Web3","Munich , Bayern , Germany",Datarella - Web3 Company Builder,"323,149",80333,$1M to $10M,Active,"Dec 3, 2011",—,—,For Profit,www.datarella.com,4,11-50,1,—,—,Krypto,"We build Web3 companies. Leveraging our technology stack of Blockchains, Self-Sovereign Identity SSI, Decentralised Data Marketplaces, Autonomous Economic Agents AEA, and Machine Learning & Artificial Intelligence AI as the tech hub for projects and companies like MOBIX, IMMOBIX, TRACK & TRUST, or NOMIX. We support you in outsourcing-your internal Web3 project.",—,"Sep 7, 2018",1,—,Corporate Round,
Datasolut Logo Datasolut,"Artificial Intelligence (AI) , Consulting , IT Management , Marketing","Köln , Nordrhein-Westfalen , Germany",Datasolut is an IT consulting firm that provides marketing solutions using artificial intelligence.,"339,133",50672,Less than $1M,Active,2019,—,—,For Profit,www.datasolut.com,1,1-10,—,—,—,—,—,—,—,—,—,—,
DataSpark Logo DataSpark,"Analytics , Artificial Intelligence (AI) , Information Technology","Frankfurt , Hessen , Germany",DataSpark provides advanced analytics and intelligent automation services.,"422,806",—,$1M to $10M,Active,2016,—,—,For Profit,www.dataspark.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
datatactics Logo datatactics,"Analytics , Artificial Intelligence (AI) , Software","Frankfurt , Hessen , Germany","datatactics is a software company that offers analytics, data science, and software development services.","716,184",60327,—,Active,2020,—,—,For Profit,www.datatactics.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
datazeit GmbH Logo datazeit GmbH,"Artificial Intelligence (AI) , Big Data , Consumer , Information Technology , Machine Learning , Market Research , Natural Language Processing , Software , Text Analytics","Köln , Nordrhein-Westfalen , Germany",Matching Data Faster Than Tinder Matching People.,"306,054",—,—,Active,2016,—,—,For Profit,www.datazeit.io,3,11-50,2,—,—,"Venista Ventures , JVH Ventures , SAP.iO","Time matters. Discover in seconds.Employees spend 3 hours every day only searching for answers. The result? 50% of their searches end up in failure. A total of 2 months a year wasted pointlessly. The worst part? Nonsense, that has no context or relevant information to their entered topic. It's a waste of time, it's a waste of money, it's a waste of nerves - and it turns faster into frustration than one can even spell the word. Can you feel it? Perfect.The omnipotent, the future, the creator of the biggest Product Knowledge Graph of our time, able to connect every important data point from public data like social media or the world wide web. Meaning? Your search request goes wider, deeper, on higher levels. In short: it's efficient, it's successful and turns your products into growth. datazeit reimagines the discovery and helps you to get rid of the 'keyword-hit enter-wait for result-repeat until found or give up' search kind of way you and millions of people lived for so long.Stop looking, start finding.",—,"Jun 30, 2021",3,Seed,Pre-Seed,
